name,slug,lat,lng,country,wind_direction,water_type,difficulty,season,url
Fehmarn / Fehmarnsund,fehmarn___fehmarnsund,54.4032,11.1281,Germany,"E, ESE, SE","Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___fehmarnsund
Fehmarn / Fluegger Strand,fehmarn___fluegger_strand,54.4495,11.0047,Germany,"SW, WSW, W, WNW, NW","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___fluegger_strand
Fehmarn / Gold,fehmarn___gold,54.4247,11.0965,Germany,"SW, NW","Shallow, Flat, Chop",Beginner,,https://se.kiteforum.com/spot/fehmarn___gold
Fehmarn / Gold 2,fehmarn___gold_2,54.4179,11.0974,Germany,"SW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___gold_2
Fehmarn / Gollendorf,Fehmarn___Gollendorf,54.4518,11.0688,Germany,"SE, SSE, S, SSW, SW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fehmarn___Gollendorf
Fehmarn / Gruener Brink,fehmarn___gruener_brink,54.5086,11.1993,Germany,"NE, ENE, E","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___gruener_brink
Fehmarn / Klausdorfer Strand Nord,fehmarn___klausdorfer_strand_nord,54.4594,11.2706,Germany,"N, E","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___klausdorfer_strand_nord
Fehmarn / Klausdorfer Strand Sued,fehmarn___klausdorfer_strand_sued,54.4544,11.276,Germany,SE,"Chop, Small wave",Expert,,https://se.kiteforum.com/spot/fehmarn___klausdorfer_strand_sued
Fehmarn / Lemkenhafen,Fehmarn___Lemkenhafen31,54.4488,11.0843,Germany,"SW, WSW, W","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fehmarn___Lemkenhafen31
Fehmarn / Meeschendorf,fehmarn___meeschendorf,54.4119,11.2427,Germany,"SE, SW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___meeschendorf
Fehmarn / Miramar,fehmarn___miramar,54.4028,11.1411,Germany,No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___miramar
Fehmarn / Niobe,fehmarn___niobe,54.5222,11.1555,Germany,"NE, NW","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___niobe
Fehmarn / Orth East,fehmarn___orth_east,54.4488,11.0527,Germany,"E, S","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___orth_east
Fehmarn / Orth West,fehmarn___orth_west,54.4474,11.0466,Germany,W,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___orth_west
Fehmarn / Presen,fehmarn___presen,54.4791,11.2472,Germany,"N, SE","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___presen
Fehmarn / Puettsee Strand,fehmarn___puettsee_strand,54.4648,11.0082,Germany,No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___puettsee_strand
Fehmarn / Suedstrand,fehmarn___suedstrand,54.4083,11.1989,Germany,"SE, SSE, S, SSW, SW","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___suedstrand
Fehmarn / Teichhof,fehmarn___teichhof,54.5276,11.1146,Germany,"NE, NW","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___teichhof
Fehmarn / Wallnau,fehmarn___wallnau,54.485,11.0122,Germany,"N, SW","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___wallnau
Fehmarn / Westermakelsdorf,fehmarn___westermakelsdorf,54.5233,11.0456,Germany,"N, SW","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___westermakelsdorf
Fehmarn / Wulfener Hals,fehmarn___wulfener_hals,54.4062,11.1833,Germany,E,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___wulfener_hals
Fence,Fence,-33.9635,25.6447,South+Africa,SE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fence
Ferragudo,Ferragudo,37.116,-8.5193,Portugal,No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ferragudo
Fethard on Sea,Fethard_on_Sea,52.1984,-6.8286,Ireland,"NE, SE","Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fethard_on_Sea
Fifang,Fifang,58.861,17.6948,Sweden,"SSW, SW, WSW",Chop,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fifang
Fifth Avenue Beach,Fifth_Avenue_Beach,28.0919,-80.5654,Florida+(USA),"N, NNE, NE, SE, SSE, S","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fifth_Avenue_Beach
Findhorn Bay,Findhorn_Bay,57.6626,-3.6251,Scotland+(UK),"N, E, S, W","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Findhorn_Bay
First Landing State Park,First_Landing_State_Park,36.9206,-76.0526,Virginia+(USA),"N, NNE, NE",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/First_Landing_State_Park
Fish Boma,Fish_Boma,-34.0845,22.9587,South+Africa,"E, ESE, SE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fish_Boma
Fish Camp,Fish_Camp,42.982,-89.2631,Wisconsin+(USA),"SSW, SW, WSW","Shallow, Flat, Chop","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Fish_Camp
Fish Hoek,Fish_Hoek,-34.1386,18.4334,South+Africa,"SE, SSE",Small wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fish_Hoek
Fjaervoll,Fjaervoll,68.6539,14.4399,Norway,"S, SSW, SW, WSW, W, WNW, NW, NNW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fjaervoll
Flakskaer,Flakskaer,56.062638,15.729999,Sweden,"ENE, E, ESE, SE, SSE, S, SSW, SW, WSW",Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Flakskaer
Flame Balls,Flame_Balls,-23.6802,43.6134,Madagascar,No information,No information,No information,,https://se.kiteforum.com/kitesurf/spot/Flame_Balls
Flat Rocks,Flat_Rocks,-33.9963,25.6826,South+Africa,"E, ESE, SE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Flat_Rocks
Flour Bluff,Flour_Bluff,27.6111,-97.2959,Texas+(USA),S,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Flour_Bluff
Flying Point,Flying_Point,40.8906,-72.341,New+York+(USA),"SE, SSE, S, SSW, SW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Flying_Point
Foehr / Nieblum,foehr___nieblum,54.6806,8.4911,Germany,"ENE, E, ESE, SE, SSE, S, SSW, SW, WSW","Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/foehr___nieblum
Foehr / Utersum,foehr___utersum,54.71,8.3959,Germany,"SW, WSW, W, WNW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/foehr___utersum
Foehr / Wyk,foehr___wyk,54.6803,8.5671,Germany,No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/foehr___wyk
Foehr / Wyk South Beach,foehr___wyk_south_beach,54.6808,8.5351,Germany,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/foehr___wyk_south_beach
Fogland Beach,Fogland_Beach,41.5584,-71.2154,Rhode+Island+(USA),"S, SW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fogland_Beach
Follow The Wind Kitesurf Sicily,Follow_The_Wind_Kitesurf_Sicily,37.8848,12.4726,Italy,"N, S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Follow_The_Wind_Kitesurf_Sicily
Folly Island   Folly Beach,Folly_Island___Folly_Beach,32.6562,-79.9356,South+Carolina+(USA),"S, SSW",Small wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Folly_Island___Folly_Beach
Folsom Lake   Folsom Point,Folsom_Lake___Folsom_Point,38.699,-121.1268,California+(USA),"N, NW, NNW","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Folsom_Lake___Folsom_Point
Folsom Lake   Granite Bay,Folsom_Lake___Granite_Bay,38.7423,-121.1444,California+(USA),"SSW, SW, WSW","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Folsom_Lake___Granite_Bay
Fontes,Fontes,-4.1784,-38.0836,Brazil,"E, ESE, SE","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fontes
Fornby,Fornby,53.6078,-3.0631,England+(UK),"N, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fornby
Fort Mahon,Fort_Mahon,50.343,1.5496,France,"SSW, SW, WSW, W, WNW, NW, NNW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fort_Mahon
Fort Smallwood Park,Fort_Smallwood_Park,39.1643,-76.477,Maryland+(USA),"NNE, NE, ESE, SE, SSE","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fort_Smallwood_Park
Forte,Forte,-12.5724,-37.9986,Brazil,"NE, SE","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Forte
Forte Orange,Forte_Orange,-7.8119,-34.8402,Brazil,"SE, SSE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Forte_Orange
Fortuna Beach,fortuna_beach,55.9632,12.7576,Sweden,"SW, NW","Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fortuna_beach
Foxton Beach,Foxton_Beach,-40.4568,175.2158,New+Zealand,No information,"Small wave, Medium wave",No information,,https://se.kiteforum.com/kitesurf/spot/Foxton_Beach
French Bay40,French_Bay40,-36.949,174.6658,New+Zealand,"ENE, E, ESE, SE, SSE",Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/French_Bay40
Friendship beach,Friendship_beach,7.7985,98.337,Thailand,"NE, ENE, E","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Friendship_beach
Frigates,Frigates,-18.4755,177.9272,Fiji+Islands,"E, ESE, SE","Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Frigates
Frog Pond,Frog_Pond,29.7096,-81.2335,Florida+(USA),"SW, WSW, W",Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Frog_Pond
Fromentine,Fromentine,46.8852,-2.1562,France,NW,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fromentine
Fuerteventura   Flag Beach,Fuerteventura___Flag_Beach,28.7212,-13.8418,Canary+Islands,N,"Flat, Chop, Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fuerteventura___Flag_Beach
Fuerteventura   Las Lajas,Fuerteventura___Las_Lajas,28.53561252377668,-13.837553710186565,Canary+Islands,"N, NNE, NE","Shallow, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fuerteventura___Las_Lajas
Fuerteventura   Los Charcos,Fuerteventura___Los_Charcos,28.710937731111088,-14.009378120965932,Canary+Islands,NE,"Shallow, Flat","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fuerteventura___Los_Charcos
Fuerteventura   Matas Blancas,Fuerteventura___Matas_Blancas,28.1717,-14.2025,Canary+Islands,"N, NNE, NE, NW, NNW","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fuerteventura___Matas_Blancas
Fuerteventura   Piedra Playa,Fuerteventura___Piedra_Playa,28.66594286813587,-14.012109495022845,Canary+Islands,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fuerteventura___Piedra_Playa
Full Moon,Full_Moon,4.2527,73.5476,Maldives,NE,"Shallow, Flat, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Full_Moon
Fulung,Fulung,25.0209,121.9459,Taiwan,NE,Small wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fulung
Fundata Lake,Fundata_Lake,44.6057,27.1673,Romania,"SE, SSE, S","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fundata_Lake
Fyn / Bogense,Fyn___Bogense,55.5715,10.0972,Denmark,"N, NNE, NE, W, WNW, NW, NNW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Bogense
Fyn / Enebaerodde,Fyn___Enebaerodde,55.5502,10.496,Denmark,"N, NNE, NE, ENE, E, ESE, SE, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Enebaerodde
Fyn / Fyns Hoved,fyn___fynshoved,55.6119,10.6074,Denmark,"N, NNE, NE, ENE, E, ESE, SE, SSE, S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fyn___fynshoved
Fyn / Kerteminde Nord,Fyn___Kerteminde_Nord,55.4557,10.6651,Denmark,NE,"Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Kerteminde_Nord
Fyn / Kerteminde Syd,Fyn___Kerteminde_Syd,55.4473,10.6675,Denmark,"N, NNE, NE, ENE, E, ESE, SE","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Kerteminde_Syd
Fyn / Knold,Fyn___Knold,55.0664,10.1986,Denmark,W,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Knold
Fyn / Noerreby Strand,fyn___noerreby_strand,55.6057,10.2459,Denmark,"N, NNE, NE, ENE, E, W, WNW, NW, NNW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fyn___noerreby_strand
Fyn / Nyborg,Fyn___Nyborg,55.3036,10.8301,Denmark,"N, NNE, NE, ENE, E","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Nyborg
Fyn / Spot X,Fyn___Spot_Xbc,55.1823,9.9898,Denmark,W,"Shallow, Flat","Intermediate, Expert",,https://se.kiteforum.com/spot/Fyn___Spot_Xbc
Gabella,Gabella,39.1542,17.1207,Italy,"N, NNE, NE, ENE, E, ESE, SE, SSE","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gabella
Galheta28,Galheta28,-28.5649,-48.7894,Brazil,"NE, S","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Galheta28
Galon d Or,Galon_d_Or,45.7932,-1.2116,France,"NE, ENE, E, W, WNW, NW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Galon_d_Or
Gamboa,Gamboa,-27.9535,-48.6252,Brazil,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gamboa
Gammelmark,gammelmark,54.8864,9.7301,Denmark,"NE, ENE, E, ESE, SE, NW","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/gammelmark
GangKou,GangKou,22.5896,114.8859,China,"SE, SSE, S, SSW, SW, WSW, W","Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/GangKou
Garciems,Garciems,57.1136,24.189,Latvia,"N, W",Small wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Garciems
Gardenia Beach,Gardenia_Beach,27.3085,33.7259,Egypt,"N, NNE, NE, ENE, E, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gardenia_Beach
Garfield,Garfield,-30.0699,30.8768,South+Africa,"NE, SSW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Garfield
Garopaba,Garopaba,-28.0201,-48.623,Brazil,NE,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Garopaba
Garretstown,Garretstown,51.6439,-8.5796,Ireland,"SW, WSW, W, WNW, NW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Garretstown
Gary William Point,Gary_William_Point,52.3072,-10.0575,Ireland,"N, NNE, NE","Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Gary_William_Point
Gazos Creek,Gazos_Creek,37.1655,-122.3628,California+(USA),NW,"Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gazos_Creek
Gdansk,Gdansk,54.4119,18.6294,Poland,"N, NNE, NE, ENE, E, NW, NNW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gdansk
Geierswalder See,Geierswalder_See,51.4962,14.1226,Germany,"N, NNE, NE, ENE, E, ESE, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Geierswalder_See
Geiseltalsee,Geiseltalsee,51.3121,11.9181,Germany,"WSW, W, WNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Geiseltalsee
Geisum Island   Easter Corner,Geisum_Island___Easter_Corner,27.6721,33.7344,Egypt,"N, NNE, NE, NW, NNW",No information,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Geisum_Island___Easter_Corner
Geisum Island   The Jetty,Geisum_Island___The_Jetty,27.6516,33.7088,Egypt,"N, NNE, NE, NW, NNW",Flat,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Geisum_Island___The_Jetty
Gengorka,Gengorka,46.0832,34.8355,Ukraine,No information,"Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gengorka
Genipabu,Genipabu,-5.6804,-35.215,Brazil,E,"Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Genipabu
Georgetown Lake   Denton s Point,Georgetown_Lake___Denton_s_Point,46.1769,-113.2734,Montana+(USA),No information,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Georgetown_Lake___Denton_s_Point
Getskaer,getskaer,58.0163,11.8022,Sweden,SW,"Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/getskaer
Gialova,Gialova,36.9456,21.7082,Greece,"W, WNW, NW","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gialova
Gilhusodden,Gilhusodden,59.7471,10.269,Norway,"S, W","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gilhusodden
Gili Trawangan,Gili_Trawangan,-8.3579,116.0414,Indonesia,"ESE, SE, SSE, S","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gili_Trawangan
Gilimanuk Kite Point,Gilimanuk_Kite_Point,-8.1485,114.4444,Indonesia,ESE,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gilimanuk_Kite_Point
Gilli Air Island,Gilli_Air_Island,-8.3582,116.0818,Indonesia,"N, SSW, SW","Shallow, Flat, Chop, Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gilli_Air_Island
Gislevik34,Gislevik34,56.1026,15.8186,Sweden,"S, SSW, SW, WSW, W","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gislevik34
Glaentan,Glaentan,65.2392,21.5678,Sweden,"E, ESE, SE, SSE, S, SSW, SW","Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Glaentan
Glen Eden Point,Glen_Eden_Point,-32.8784,28.1013,South+Africa,NE,Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Glen_Eden_Point
Glencairn,Glencairn,-34.1586,18.4329,South+Africa,"SE, SSE, S","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Glencairn
Gleneden Beach,Gleneden_Beach,44.8758,-124.0391,Oregon+(USA),"N, NW, NNW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gleneden_Beach
Godfjord   Reinstad,Godfjord___Reinstad,68.7755,15.8649,Norway,"NNE, NE, ENE","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Godfjord___Reinstad
Goekalv,Goekalv,56.143734,15.288857,Sweden,W,"Shallow, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Goekalv
Goekceada   Aydincik,Goekceada___Aydincik,40.127,25.9503,Turkey,"NNE, S, SSW","Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Goekceada___Aydincik
Gokceada   Eshelek,Gokceada___Eshelek,40.1442,25.9768,Turkey,"N, NNE, NE, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gokceada___Eshelek
Gokova,Gokova,37.041,28.329,Turkey,"WNW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Gokova
Golden Beach5f,Golden_Beach5f,31.7478,121.9313,China,No information,Small wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Golden_Beach5f
GoldenBeach,GoldenBeach,6.2958,-10.7978,Liberia,"SW, WSW, W","Chop, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/GoldenBeach
Goldkanal,Goldkanal,48.9245,8.179,Germany,"SW, WNW","Shallow, Chop","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Goldkanal
Goose Bay Beach,Goose_Bay_Beach,53.3826,-60.3459,Canada,"NNE, NE, ENE, E","Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Goose_Bay_Beach
